"Tipo";"Ação Orçamentária";"Linguagem Cidadã";"Tipo de Favorecido";"UF";"Município";"Valor Transferido";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"FONTE BOA";"R$ 105.545,00";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"URUCARÁ";"R$ 106.576,80";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"LÁBREA";"R$ 106.880,08";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"AMATURÁ";"R$ 107.097,18";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"BERURI";"R$ 107.680,00";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"JURUÁ";"R$ 108.631,17";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"TABATINGA";"R$ 109.367,52";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"COARI";"R$ 110.509,40";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"SANTO ANTÔNIO DO IÇÁ";"R$ 110.541,52";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"ITAPIRANGA";"R$ 111.005,87";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"IRANDUBA";"R$ 111.093,20";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"BERURI";"R$ 111.471,82";
"Legais, Voluntárias e Específicas";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"Estruturação/DAE";"Fundo Público";"AM";"MANACAPURU";"R$ 112.927,68";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"MAUÉS";"R$ 113.148,05";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"EIRUNEPÉ";"R$ 113.470,00";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"NOVA OLINDA DO NORTE";"R$ 113.838,80";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"CAAPIRANGA";"R$ 113.900,80";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"CANUTAMA";"R$ 114.088,03";
"Legais, Voluntárias e Específicas";"7652 - IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES PARA PREVENCAO E CONTROLE DE DOENCAS E AGRAVOS EM LOCALIDADES URBANAS DE MUNICIPIOS COM POPULACAO ATE 50.000 HABITANTES";"Sem informação";"Administração Pública Municipal";"AM";"BORBA";"R$ 114.100,07";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"URUCURITUBA";"R$ 116.423,61";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"MANACAPURU";"R$ 116.435,83";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"IPIXUNA";"R$ 117.203,92";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"ITAMARATI";"R$ 118.064,64";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"COARI";"R$ 119.064,00";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"ITACOATIARA";"R$ 119.363,44";
"Legais, Voluntárias e Específicas";"10V0 - APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA";"Sem informação";"Administração Pública Municipal";"AM";"FONTE BOA";"R$ 120.000,00";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"CAREIRO DA VÁRZEA";"R$ 120.024,80";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"JAPURÁ";"R$ 120.933,22";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"UARINI";"R$ 121.522,18";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"COARI";"R$ 122.243,29";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"URUCURITUBA";"R$ 122.331,72";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"COARI";"R$ 123.996,44";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"ATALAIA DO NORTE";"R$ 125.480,00";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"AMATURÁ";"R$ 125.747,37";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"ATALAIA DO NORTE";"R$ 125.857,32";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"CANUTAMA";"R$ 125.922,61";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"MAUÉS";"R$ 126.106,50";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"HUMAITÁ";"R$ 126.698,12";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"ITACOATIARA";"R$ 128.837,07";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"PAUINI";"R$ 129.119,20";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"NOVO AIRÃO";"R$ 129.151,80";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"MANICORÉ";"R$ 129.342,32";
"Legais, Voluntárias e Específicas";"20QH - ALIMENTACAO E NUTRICAO PARA A SAUDE";"Sem informação";"Fundo Público";"AM";"Não se aplica";"R$ 130.000,00";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"ITACOATIARA";"R$ 130.582,02";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"NOVA OLINDA DO NORTE";"R$ 130.691,85";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"UARINI";"R$ 130.749,35";
"Legais, Voluntárias e Específicas";"10T2 - APOIO A PROJETOS E OBRAS DE REABILITACAO, DE ACESSIBILIDADE E MODERNIZACAO TECNOLOGICA EM AREAS URBANAS";"Sem informação";"Administração Pública Municipal";"AM";"MAUÉS";"R$ 131.874,55";
"Legais, Voluntárias e Específicas";"00OW - APOIO A MANUTENCAO DA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"AM";"IPIXUNA";"R$ 131.887,63";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"NHAMUNDÁ";"R$ 132.220,00";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"MANICORÉ";"R$ 132.690,69";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"SANTO ANTÔNIO DO IÇÁ";"R$ 132.823,64";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"CAREIRO DA VÁRZEA";"R$ 133.765,76";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"MANACAPURU";"R$ 134.715,12";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"PRESIDENTE FIGUEIREDO";"R$ 135.142,04";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"ALVARÃES";"R$ 137.349,83";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"NOVO ARIPUANÃ";"R$ 137.568,60";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"NOVA OLINDA DO NORTE";"R$ 138.360,00";
"Legais, Voluntárias e Específicas";"21CE - IMPLEMENTACAO DE POLITICAS DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"MANAUS";"R$ 139.300,00";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"AMATURÁ";"R$ 139.778,40";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"BENJAMIN CONSTANT";"R$ 140.700,00";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"CARAUARI";"R$ 141.920,00";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"HUMAITÁ";"R$ 143.167,16";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"FONTE BOA";"R$ 145.152,25";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"NOVO AIRÃO";"R$ 145.759,26";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"MAUÉS";"R$ 147.483,00";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"MAUÉS";"R$ 148.259,60";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"TEFÉ";"R$ 148.759,88";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"BARREIRINHA";"R$ 148.782,76";
"Legais, Voluntárias e Específicas";"10GD - IMPLANTACAO, AMPLIACAO E MELHORIA DE SISTEMAS PUBLICOS DE ABASTECIMENTO DE AGUA EM MUNICIPIOS COM ATE 50.000 HABITANTES, EXCLUSIVE EM REGIOES METROPOLITANAS (RM) OU REGIOES INTEGRADAS DE DESENVOLVIMENTO ECONOMICO (RIDE)";"Sem informação";"Administração Pública Municipal";"AM";"ITAMARATI";"R$ 148.873,19";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"BOA VISTA DO RAMOS";"R$ 149.920,54";
"Legais, Voluntárias e Específicas";"20SP - OPERACIONALIZACAO DO SISTEMA NACIONAL DE TRANSPLANTES";"Sem informação";"Fundo Público";"AM";"Não se aplica";"R$ 150.000,00";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"NOVO ARIPUANÃ";"R$ 150.722,70";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"TABATINGA";"R$ 151.458,08";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"FONTE BOA";"R$ 153.641,40";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"JAPURÁ";"R$ 153.653,82";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"JURUÁ";"R$ 154.637,49";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"AUTAZES";"R$ 154.722,60";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"BOCA DO ACRE";"R$ 155.003,80";
"Legais, Voluntárias e Específicas";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE";"Estruturação/DAB";"Fundo Público";"AM";"ITACOATIARA";"R$ 156.742,00";
"Legais, Voluntárias e Específicas";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE";"Estruturação/DAB";"Fundo Público";"AM";"MAUÉS";"R$ 156.742,00";
"Legais, Voluntárias e Específicas";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE";"Estruturação/DAB";"Fundo Público";"AM";"COARI";"R$ 156.742,00";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"CARAUARI";"R$ 158.520,76";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"MANAQUIRI";"R$ 159.577,79";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"TAPAUÁ";"R$ 159.845,81";
"Legais, Voluntárias e Específicas";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"Estruturação/DAE";"Fundo Público";"AM";"NOVA OLINDA DO NORTE";"R$ 160.000,00";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"Não se aplica";"R$ 165.272,16";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"UARINI";"R$ 165.928,80";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"Não se aplica";"R$ 166.320,00";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"BOCA DO ACRE";"R$ 166.714,40";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"SILVES";"R$ 168.240,02";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"ENVIRA";"R$ 168.751,20";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"ANORI";"R$ 170.316,00";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"TABATINGA";"R$ 171.504,12";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"ALVARÃES";"R$ 171.943,20";
"Legais, Voluntárias e Específicas";"21DR - APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - IGD - PAB";"Sem informação";"Fundo Público";"AM";"PARINTINS";"R$ 172.025,40";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"SÃO SEBASTIÃO DO UATUMÃ";"R$ 173.164,63";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"BOCA DO ACRE";"R$ 173.204,62";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"BOA VISTA DO RAMOS";"R$ 174.515,08";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"GUAJARÁ";"R$ 175.486,32";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"NOVO ARIPUANÃ";"R$ 176.347,80";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"APUÍ";"R$ 180.763,15";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"ANAMÃ";"R$ 181.345,24";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"BARREIRINHA";"R$ 181.890,00";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"CANUTAMA";"R$ 182.338,49";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"ALVARÃES";"R$ 182.720,79";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"AUTAZES";"R$ 183.700,00";
"Legais, Voluntárias e Específicas";"20ZV - FOMENTO AO SETOR AGROPECUARIO";"Sem informação";"Administração Pública Municipal";"AM";"JURUÁ";"R$ 183.847,64";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"CAREIRO DA VÁRZEA";"R$ 183.981,06";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"ENVIRA";"R$ 187.851,25";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"BERURI";"R$ 189.943,20";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"URUCARÁ";"R$ 190.125,16";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"MANAQUIRI";"R$ 190.644,28";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"TAPAUÁ";"R$ 191.340,02";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"MANAQUIRI";"R$ 191.523,80";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"CAREIRO DA VÁRZEA";"R$ 192.472,80";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"SÃO PAULO DE OLIVENÇA";"R$ 192.936,24";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"URUCURITUBA";"R$ 196.833,33";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"COARI";"R$ 197.425,04";
"Legais, Voluntárias e Específicas";"10GD - IMPLANTACAO, AMPLIACAO E MELHORIA DE SISTEMAS PUBLICOS DE ABASTECIMENTO DE AGUA EM MUNICIPIOS COM ATE 50.000 HABITANTES, EXCLUSIVE EM REGIOES METROPOLITANAS (RM) OU REGIOES INTEGRADAS DE DESENVOLVIMENTO ECONOMICO (RIDE)";"Sem informação";"Administração Pública Municipal";"AM";"CAAPIRANGA";"R$ 198.743,18";
"Legais, Voluntárias e Específicas";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE";"Estruturação/DAB";"Fundo Público";"AM";"BARREIRINHA";"R$ 199.957,00";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"HUMAITÁ";"R$ 200.365,00";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"PRESIDENTE FIGUEIREDO";"R$ 200.370,00";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"CARAUARI";"R$ 200.869,60";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"NOVA OLINDA DO NORTE";"R$ 201.120,68";
